item,ave_score,ave_discounted_score
1552,0.4711242516369047,0.4593242516369037
1573,0.45500597979012275,0.43960597979012256
1580,0.7300394900987617,0.6970394900987618
1587,0.2469742240686467,0.2407742240686467
1617,0.5427299293981566,0.5233299293981555
1620,0.11477793505334842,0.11217793505334837
1625,0.5315466838793179,0.5161466838793183
1644,0.23760254775664458,0.23120254775664453
1676,0.43426617391318106,0.41826617391318127
1732,0.5940307105115139,0.5728307105115129
1777,0.41820308440795795,0.40700308440795746
1793,0.05633301994628003,0.055933019946279985
1804,0.047331892414437395,0.04673189241443742
1805,0.29236424414543755,0.2861642441454373
1920,0.16413187222914832,0.16053187222914855
1927,0.12124842881668846,0.11924842881668844
1954,0.44840927841831696,0.43560927841831726
1967,0.30269288899133306,0.2942928889913333
2000,0.46066534163278483,0.44566534163278565
2005,0.39422424390072525,0.38282424390072545
2012,0.5730564958079001,0.5554564958078995
2018,0.2587662253856184,0.2511662253856178
2028,0.7562978340421088,0.7186978340421091
2033,0.07760377256049171,0.07600377256049176
2046,0.2575247319744949,0.2527247319744953
2048,0.09373639448606146,0.09213639448606141
2054,0.45574594479342617,0.44214594479342556
2058,0.31539142902941314,0.3093914290294132
2078,0.4094679070064327,0.3988679070064322
2090,0.10813839003328903,0.10553839003328894
2093,0.0718412432808302,0.07064124328083021
2094,0.31594257523056035,0.3081425752305604
2096,0.19457714899266443,0.19017714899266452
2099,0.05985597708888979,0.05865597708888975
2105,0.3944584463866023,0.3844584463866021
2115,0.5379501325054472,0.5163501325054469
2116,0.17901347553665647,0.17601347553665636
2137,0.16148270156560363,0.1572827015656036
2139,0.20194056126282225,0.19774056126282213
2141,0.21023671321777462,0.20663671321777488
2143,0.10639125998475757,0.10379125998475766
2161,0.3058343597580385,0.29723435975803897
2174,0.5397875087900101,0.5215875087900087
2193,0.24738503513881033,0.2393850351388105
2253,0.15067960091282603,0.14667960091282617
2268,0.4484123234930853,0.437012323493085
2273,0.3089281914626539,0.3005281914626545
2291,0.5725372240934904,0.5565372240934907
2329,0.664044617825969,0.6382446178259705
2338,0.19027331528645686,0.1866733152864564
2353,0.5064727282663906,0.49307272826639
2366,0.22218434472813908,0.21718434472813902
2387,0.14416542593981777,0.14096542593981817
2389,0.1592487495239352,0.15744874952393478
2395,0.3833870694591882,0.3721870694591883
2406,0.36515758433672424,0.3543575843367237
2414,0.0800879405003606,0.07788794050036044
2427,0.2768610697396651,0.2698610697396645
2450,0.12242670306492995,0.1192267030649299
2459,0.13747543416568003,0.13487543416568015
2470,0.3899798678101945,0.3785798678101943
2478,0.2812123171426745,0.2760123171426743
2492,0.09614570738050003,0.09474570738050002
2502,0.5774436712834883,0.5586436712834895
2528,0.20157998758451315,0.196779987584513
2529,0.3108416970011671,0.2996416970011667
2542,0.42987399005147825,0.4164739900514777
2571,0.7825917102173194,0.726991710217319
2580,0.22732409374559168,0.21952409374559176
2596,0.12669934200235422,0.12429934200235403
2616,0.21812328763570338,0.2129232876357034
2617,0.5230726688083809,0.5056726688083805
2628,0.6659316370282786,0.6379316370282796
2640,0.3756608842763613,0.3634608842763609
2641,0.30835239252809243,0.2985523925280912
2644,0.07648611878080318,0.07468611878080311
2648,0.14242932273358924,0.1402293227335887
2654,0.0764933021973433,0.07549330219734324
2657,0.4583237583410272,0.44572375834102695
2692,0.5129112249618772,0.49791122496187784
2700,0.4760175276670728,0.4608175276670733
2716,0.622807032698156,0.5988070326981556
2761,0.3375553903680613,0.3297553903680622
2797,0.5092499013218256,0.49104990132182447
2826,0.20848645136687835,0.20328645136687853
2858,0.6950023127641566,0.6542023127641562
2872,0.2029060853766727,0.19790608537667276
2899,0.04368357268059112,0.04308357268059102
2916,0.46107661668281036,0.4434766166828099
2944,0.26906795612687195,0.2626679561268719
2947,0.38042030591021136,0.36982030591021203
2948,0.2767232699350132,0.2695232699350126
2949,0.22146841302361805,0.2148684130236181
2959,0.7325187088326277,0.6889187088326283
2985,0.3602062625431538,0.3462062625431539
2987,0.5011672137680796,0.4817672137680796
2991,0.16637624821010752,0.16177624821010747
2993,0.16599712735664113,0.16119712735664107
2997,0.5405519927789154,0.5207519927789167
3033,0.4400762268020012,0.42827622680200106
3034,0.3366323424284337,0.32943234242843306
3052,0.5267839890934264,0.5109839890934266
3053,0.13210472678380075,0.12990472678380077
3062,0.1190357098856246,0.11683570988562433
3147,0.6677448712879667,0.6455448712879671
3168,0.24914207880221192,0.24334207880221187
3176,0.3874595913614608,0.3776595913614605
3243,0.1530473915105017,0.1500473915105015
3247,0.34450764388204247,0.337307643882043
3253,0.4021425801501715,0.3899425801501709
3273,0.24103894233639245,0.23523894233639261
3386,0.27155530112988263,0.2653553011298825
3439,0.14472486808949642,0.14212486808949584
3440,0.12412174987243518,0.12132174987243513
3441,0.11729549478066788,0.11449549478066795
3448,0.4039819030163719,0.39538190301637177
3450,0.2666982326533643,0.26089823265336426
3479,0.210157498399631,0.20655749839963108
3489,0.3483474160985535,0.3377474160985536
3527,0.324802375375184,0.3126023753751842
3578,0.7019101514354574,0.667910151435458
3617,0.3137331391611879,0.3055331391611881
3639,0.13938861521011398,0.135788615210114
3671,0.4847395395924965,0.4723395395924973
3702,0.24700030136460488,0.23940030136460447
3703,0.2735534187198177,0.26555341871981714
3729,0.04514214730402338,0.04454214730402336
3740,0.20999348340287674,0.20439348340287666
3744,0.1733008490028424,0.16950084900284226
3793,0.6097155208978614,0.5831155208978613
3809,0.27246757478231376,0.26546757478231486
4006,0.11271702961494308,0.11131702961494311
5060,0.31060314275229706,0.3014031427522975
318,0.8884319094064668,0.8250319094064665
1704,0.713573537534992,0.6853735375349906
6874,0.5677678807035026,0.5415678807035029
8798,0.35876312234254254,0.34996312234254257
46970,0.2227353111022061,0.2171353111022059
48516,0.5229598902683941,0.5015598902683933
58559,0.575777753045258,0.5459777530452578
60756,0.21200355396909737,0.20640355396909707
68157,0.4808445978297032,0.4632445978297041
71535,0.3533609829874341,0.34276098298743324
74458,0.3851929505432416,0.371792950543242
77455,0.1257149363470287,0.1231149363470289
79132,0.5380163350597731,0.5094163350597722
80489,0.1947764295159567,0.1903764295159566
80906,0.13184584360984639,0.12944584360984626
86345,0.12192947031032535,0.12012947031032581
89774,0.14926108523115023,0.14706108523114997
91529,0.39673478009295055,0.3815347800929511
91658,0.23895915586183877,0.23055915586183842
99114,0.38207466194187273,0.3678746619418731
106782,0.301314971203996,0.29051497120399555
109487,0.34048493468196,0.3258849346819602
112552,0.2558109200759219,0.24821092007592205
114060,0.04969284925404111,0.04909284925404112
115713,0.22784336770910588,0.22224336770910624
122882,0.2414825897246485,0.23208258972464835
131724,0.03645746439010672,0.03625746439010671
31,0.3986093320377465,0.391009332037746
647,0.29538379064658454,0.2895837906465846
688,0.08587673829494284,0.08407673829494273
720,0.2500449860682028,0.24464498606820279
849,0.39841195166596827,0.38961195166596924
914,0.2788751379155313,0.27187513791553125
1093,0.359475257676083,0.3520752576760833
1124,0.12677802675734132,0.12417802675734138
1263,0.34571113499298045,0.33711113499298123
1272,0.2668330810708457,0.2602330810708452
1302,0.45433466182177557,0.4431346618217756
1371,0.3241269712166008,0.3151269712166013
2080,0.3416176707041899,0.33061767070418985
2288,0.35446057773950185,0.34546057773950123
2424,0.40862174944630164,0.39862174944630113
2851,0.03986282729690274,0.03906282729690266
3024,0.0710333217134574,0.06963332171345743
3210,0.3253067145865291,0.31690671458652897
3949,0.5533655097993739,0.5341655097993756
4518,0.05009083896482576,0.04929083896482573
5048,0.05465431452986096,0.053454314529861116
5181,0.03344896664364163,0.033048966643641556
5746,0.012421959805723014,0.01222195980572303
5764,0.012421959805723014,0.01222195980572303
5919,0.02118528205375151,0.0207852820537515
6238,0.08058825072323184,0.07878825072323185
6835,0.012421959805723014,0.01222195980572303
7899,0.012421959805723014,0.01222195980572303
7991,0.03519934828246327,0.03459934828246325
26409,0.013316245955639096,0.012916245955639097
70946,0.023959957683695885,0.023359957683695896
72378,0.19521437662681182,0.19101437662681178
21,0.47340133362022035,0.4556013336202201
32,0.7902409163729475,0.7548409163729471
45,0.2943207463622887,0.28792074636228904
52,0.20883025773214808,0.203230257732148
58,0.38497949706938106,0.3775794970693812
106,0.026734815253817882,0.026534815253817852
125,0.12917229261582508,0.12677229261582534
126,0.11428295688343004,0.11288295688343009
162,0.158012865358026,0.1546128653580261
171,0.1226885481777777,0.12148854817777796
176,0.14720384110608722,0.1446038411060871
190,0.045565092057197,0.04456509205719701
215,0.23837913475322794,0.23357913475322822
222,0.20671183094394546,0.20351183094394534
232,0.15413042059679838,0.1513304205967982
247,0.2520985439095023,0.24789854390950225
265,0.23450294246347786,0.2279029424634778
319,0.23893552605634344,0.23493552605634424
342,0.30993050826655794,0.3033305082665579
345,0.3915307219972656,0.3843307219972654
348,0.22329654936720736,0.21729654936720735
351,0.1703256475133908,0.16692564751339076
357,0.5485593697681015,0.5279593697681015
368,0.4944824635415269,0.47968246354152727
417,0.10183697404862152,0.09923697404862164
450,0.10109979554777329,0.0996997955477734
475,0.2608442717159997,0.25584427171599905
492,0.08904728014200708,0.086247280142007
509,0.4016073046836713,0.38940730468367124
538,0.1474961193501974,0.14509611935019712
539,0.5604584265821889,0.5392584265821889
588,0.7369759595436834,0.7003759595436837
595,0.6798624330692419,0.6506624330692413
599,0.07652317701548011,0.07432317701548025
708,0.45637466670598126,0.444774666705982
759,0.028570839993476798,0.028170839993476776
800,0.23037704700196254,0.22657704700196224
892,0.14190711523006885,0.13930711523006867
898,0.16991139761532256,0.16411139761532217
899,0.40010831951426806,0.3907083195142678
902,0.27594156837817174,0.2687415683781715
904,0.5169292528305542,0.5001292528305543
908,0.46178185429794005,0.45038185429794025
910,0.3382117929839507,0.3282117929839512
912,0.6434123339756792,0.6234123339756786
920,0.40362698223080995,0.3946269822308101
930,0.17927018676992862,0.17527018676992853
937,0.03072631230006219,0.03032631230006223
1046,0.10328961146781782,0.10248961146781786
1057,0.1803964067426671,0.177396406742667
1077,0.2212549286535213,0.21565492865352132
1079,0.4840808634726373,0.4698808634726368
1084,0.3286417234672652,0.3216417234672652
1086,0.2620515405057859,0.257051540505786
1094,0.31977339698708557,0.31137339698708594
1103,0.17253693346278082,0.16953693346278093
1179,0.16623270044940677,0.16083270044940692
1183,0.359794052250118,0.35079405225011795
1188,0.24822499400010217,0.24382499400010207
1199,0.40211135404135595,0.39031135404135586
1203,0.48641741404915256,0.4750174140491524
1211,0.11838063548201751,0.11578063548201713
1225,0.6147841872458831,0.5995841872458829
1250,0.43839129166761615,0.4293912916676163
1259,0.6102577568936123,0.5920577568936108
1266,0.37262776882022053,0.3636277688202208
1279,0.0797265215705927,0.07812652157059272
1283,0.15991364806807512,0.1561136480680752
1288,0.521323477324196,0.5081234773241957
1304,0.48013345413555725,0.46773345413555684
1391,0.6085662406766777,0.5913662406766771
1449,0.26430304642935243,0.25950304642935207
1466,0.41666225329753404,0.40626225329753396
1597,0.400893903635154,0.3922939036351542
1641,0.41980005355957406,0.4086000535595737
1719,0.09163124556248305,0.08843124556248283
1733,0.0635528475624142,0.06275284756241396
1734,0.11136198982377143,0.10956198982377138
1834,0.13070215968482624,0.12850215968482617
1860,0.04947491866677904,0.048674918666778935
1883,0.2512756606751622,0.24647566067516247
1885,0.15345153138863177,0.1510515313886315
1892,0.2283311279154673,0.22513112791546724
1895,0.15754761592109187,0.1545476159210918
1907,0.39159272744275836,0.3825927274427581
1914,0.10559087104300825,0.10379087104300817
1916,0.14889270979965458,0.14649270979965448
1923,0.58373809533395,0.5627380953339495
1947,0.21156581419867238,0.2047658141986724
1966,0.07132999772583616,0.06972999772583623
1968,0.5654252360296826,0.5428252360296835
2019,0.4454493689531889,0.43584936895318926
2076,0.39567769166364486,0.3864776916636446
2109,0.21725273835367728,0.21185273835367735
2145,0.28259155191516205,0.27599155191516184
2150,0.2909720291308298,0.28537202913082915
2186,0.25094860144365766,0.24594860144365802
2203,0.06790075089903849,0.06650075089903844
2204,0.0531025061189096,0.05230250611890947
2282,0.10342305116517454,0.10222305116517459
2324,0.6492203003511692,0.6316203003511692
2336,0.21512270638028133,0.2105227063802813
2351,0.05937525148877879,0.057975251488778655
2359,0.2877036033900563,0.2825036033900563
2390,0.1012110450676399,0.09981104506764006
2467,0.16418765804858726,0.1605876580485875
2583,0.10359428191199876,0.10119428191199888
2599,0.3960896774066429,0.38488967740664254
2683,0.5735399340374218,0.5493399340374223
2712,0.49041950439565574,0.47981950439565674
2762,0.7182772203037059,0.6824772203037053
2763,0.37436192914801497,0.3647619291480152
2770,0.29737051903483036,0.28977051903483025
2791,0.5419245148337323,0.5245245148337316
2843,0.09488125749072847,0.09308125749072835
2874,0.05395135149947079,0.053351351499470866
2921,0.12235234622874026,0.12015234622874024
2926,0.13872151991655268,0.13652151991655237
2973,0.12759115117832495,0.12399115117832478
3044,0.1676781844125887,0.16507818441258854
3060,0.17978271992647188,0.17678271992647182
3079,0.07980274406909593,0.07860274406909583
3083,0.16456549374534638,0.16076549374534663
3160,0.362333295108137,0.3519332951081372
3175,0.44295833676308594,0.42795833676308653
3204,0.08955652486743239,0.08795652486743243
3255,0.3804415538662432,0.37144155386624345
3317,0.16577895989120026,0.16137895989120044
3358,0.11139967675224688,0.10939967675224677
3365,0.06495868053891465,0.06355868053891471
3408,0.44646477512623356,0.4324647751262331
3481,0.47742093952790743,0.46242093952790736
3508,0.1683409630333635,0.16474096303336372
3538,0.05716595970777489,0.05616595970777491
3591,0.1502109535870243,0.14721095358702418
3788,0.07120168265280752,0.07000168265280751
3851,0.026734815253817882,0.026534815253817852
3897,0.48384095732736554,0.46724095732736537
3911,0.38325095195510744,0.37265095195510767
3967,0.29458121339347487,0.28718121339347535
3996,0.6110021165781129,0.5890021165781129
4002,0.29442236456327553,0.2890223645632756
4014,0.4158476309159452,0.4064476309159451
4020,0.16995336187161816,0.1673533618716181
4021,0.056060982375034894,0.05506098237503487
4027,0.5098693201323006,0.4910693201323006
4029,0.07374939164086258,0.0713493916408625
4033,0.12943824342335813,0.1268382434233583
4034,0.4276555911305416,0.413655591130541
4074,0.026734815253817882,0.026534815253817852
4121,0.12503577524001594,0.12263577524001591
4144,0.1500551667961133,0.14725516679611356
4166,0.03493942299675592,0.03453942299675595
4226,0.6602514795915815,0.628451479591581
4239,0.3968388265425221,0.3866388265425217
4246,0.37557970001492585,0.36257970001492584
4252,0.03072631230006219,0.03032631230006223
4260,0.026734815253817882,0.026534815253817852
4273,0.03846177575613382,0.038061775756133884
4308,0.36368603997808235,0.3526860399780821
4347,0.051049596459103015,0.05044959645910292
4381,0.060611750770331756,0.05981175077033166
4641,0.25860979520040633,0.25180979520040625
4741,0.09058697888347983,0.08918697888347976
4765,0.030579079585067826,0.029979079585067826
4881,0.11730393401033298,0.11390393401033297
4896,0.5553841221597178,0.53398412215972
4902,0.0970979850301974,0.09509798503019726
4967,0.12687555841766673,0.12427555841766666
34,0.6399453044945039,0.6143453044945045
36,0.49374641694960253,0.48034641694960223
39,0.550103187851176,0.5293031878511762
150,0.7994119024148889,0.7592119024148895
153,0.6150736782422724,0.5876736782422729
253,0.5699832675067896,0.5481832675067891
261,0.3146983422888425,0.3062983422888415
266,0.4532690644638003,0.43966906446380033
290,0.19324919059271845,0.1904491905927186
300,0.4243158991511109,0.40811589915111124
344,0.7235707309989172,0.6913707309989182
364,0.7507931707657799,0.7163931707657804
380,0.6579369272309883,0.6223369272309883
410,0.5579849452580784,0.5411849452580797
474,0.4344558353739632,0.42045583537396264
515,0.24283430128537067,0.2380343012853706
531,0.2712495791817732,0.2664495791817732
534,0.21757507647191027,0.21477507647191
589,0.8092697247283648,0.7644697247283644
594,0.4825920599626754,0.4671920599626755
597,0.6267743232105364,0.5997743232105356
2,0.6529439777756938,0.6309439777756944
4,0.1171264121844575,0.11572641218445764
5,0.3553912432394602,0.34559124323945956
7,0.43460522057536594,0.4238052205753659
8,0.09567179040654503,0.09407179040654505
10,0.6786538166151183,0.652253816615118
11,0.4038252874187271,0.3898252874187271
13,0.13630523640028644,0.134705236400287
15,0.12800177418267877,0.12540177418267878
16,0.6198889161623625,0.6034889161623626
17,0.5240153171017423,0.5106153171017419
19,0.6000450084200531,0.582445008420054
22,0.2746416772424934,0.26744167724249324
24,0.3009667531158413,0.2953667531158411
25,0.552237411529188,0.537037411529187
26,0.1475526566393319,0.14495265663933207
27,0.1191967391525221,0.11739673915252195
41,0.2379066112914984,0.23490661129149876
43,0.12458438989365193,0.12298438989365203
46,0.2017159650252803,0.19871596502528024
54,0.038154592549623244,0.037554592549623324
60,0.3140676875748276,0.3072676875748274
61,0.09039019693342816,0.08919019693342814
62,0.500069336020306,0.4840693360203059
65,0.20263908428579605,0.19643908428579643
66,0.1488184742333669,0.14701847423336664
76,0.15548945050108165,0.15248945050108154
79,0.18681811851489763,0.1834181185148976
86,0.19993785212151247,0.19693785212151235
87,0.05974878667149466,0.058348786671494665
88,0.17402630125377913,0.1708263012537787
89,0.11701397353084962,0.11501397353084952
92,0.08458839452861378,0.0829883945286138
93,0.09633488712920107,0.09453488712920102
95,0.4792389687186502,0.46243896871864987
100,0.14951952711850794,0.1467195271185082
102,0.08576655756164643,0.08476655756164653
104,0.6577590172211563,0.6379590172211564
105,0.26803618869157747,0.2634361886915776
112,0.3635973805484418,0.35439738054844133
113,0.07642538063469659,0.07582538063469672
135,0.25267016488021293,0.24647016488021242
140,0.16876880812070622,0.1655688081207061
141,0.5794564971370781,0.5622564971370781
145,0.42533514006375284,0.41513514006375274
146,0.058614864453521605,0.058014864453521525
158,0.4589028628339719,0.4465028628339723
159,0.14623483434841997,0.14343483434841983
160,0.38392451453285675,0.3725245145328576
161,0.5272620682966763,0.5066620682966748
165,0.677152571795167,0.6483525717951669
168,0.3943653887783338,0.38356538877833407
170,0.39883531497142705,0.3918353149714267
174,0.09619445877523804,0.09419445877523804
177,0.11316730728126913,0.11156730728126887
179,0.027146838933825412,0.02674683893382538
180,0.28543657854331206,0.27823657854331185
181,0.17418986497966873,0.1707898649796688
185,0.5707095996012388,0.5483095996012392
186,0.4212892975941804,0.4116892975941802
189,0.02457378931383028,0.024373789313830333
191,0.07667609694114687,0.07547609694114701
195,0.11076711555066358,0.10876711555066365
196,0.3540754864897336,0.3450754864897333
201,0.02457378931383028,0.024373789313830333
204,0.3298116636688469,0.3238116636688468
205,0.13138045903206688,0.12958045903206672
207,0.22017235640945523,0.21597235640945522
208,0.6002059332293652,0.5772059332293656
209,0.027146899255272892,0.02654689925527287
210,0.04292100040507018,0.04212100040507017
212,0.04168480249363754,0.04108480249363756
217,0.0905021543442885,0.08930215434428858
218,0.11556487529882156,0.11276487529882155
219,0.02457378931383028,0.024373789313830333
224,0.28682286637327453,0.27882286637327447
225,0.29116721477752733,0.28076721477752736
230,0.26946790190022935,0.2646679019002289
234,0.15052689103189096,0.1471268910318909
236,0.27747816760628025,0.26847816760628
237,0.17128250253769814,0.16688250253769835
239,0.174146873771616,0.17074687377161607
240,0.06918785153881077,0.0683878515388109
243,0.02457378931383028,0.024373789313830333
248,0.15767800752429503,0.1542780075242949
250,0.0966180761536797,0.09541807615367978
251,0.03856002322278003,0.03796002322278001
252,0.3265744962993865,0.31797449629938673
254,0.02457378931383028,0.024373789313830333
256,0.27687632941916746,0.26987632941916795
257,0.14417814221196107,0.1413781422119607
258,0.13060865547836195,0.12860865547836206
262,0.18388160844981633,0.17968160844981615
267,0.1894004888879555,0.18600048888795523
270,0.06868308114426329,0.06768308114426315
271,0.07253358132040275,0.07173358132040245
273,0.27634828619585944,0.27074828619585894
274,0.06539614757744931,0.06399614757744933
276,0.1504897420569186,0.1460897420569184
277,0.3812454459729061,0.3736454459729062
279,0.039820701252249055,0.03942070125224905
281,0.13613185475304038,0.13333185475304027
282,0.26952747413534905,0.2615274741353494
288,0.5581631343183923,0.5397631343183917
289,0.1286370672003645,0.1270370672003645
291,0.038154592549623244,0.037554592549623324
292,0.5110448965309022,0.4908448965309033
293,0.770220126980218,0.7436201269802178
302,0.08579725222447182,0.08479725222447174
303,0.2989031619702934,0.29250316197029347
304,0.05303077806221918,0.05243077806221907
310,0.02457378931383028,0.024373789313830333
312,0.10513262961540379,0.10333262961540392
313,0.053194325799589395,0.05259432579958942
314,0.17623405857601918,0.17303405857601886
315,0.29740769301645403,0.28980769301645337
317,0.496333675015636,0.4801336750156365
327,0.25386610243882174,0.2470661024388215
329,0.523865220266951,0.502265220266951
330,0.08260915507992982,0.08140915507992978
332,0.1332519946715067,0.1308519946715071
336,0.02457378931383028,0.024373789313830333
337,0.5048846454156702,0.4894846454156697
339,0.5499964761840115,0.5303964761840119
340,0.07385341531124824,0.07285341531124809
343,0.0672160111929061,0.06621601119290618
347,0.0868986940978205,0.08569869409782037
350,0.387506798497025,0.3761067984970254
352,0.027146838933825412,0.02674683893382538
353,0.4108943332923458,0.39809433329234606
354,0.08565685237624825,0.08445685237624836
355,0.3218387409625215,0.3134387409625214
358,0.18133928671955324,0.1795392867195529
359,0.02457378931383028,0.024373789313830333
360,0.07593241258856533,0.07433241258856536
361,0.20911629300866108,0.20571629300866137
366,0.11933142506943556,0.11693142506943555
370,0.5101880465417508,0.4985880465417517
371,0.19296862376340693,0.188768623763407
374,0.21599628289964862,0.21099628289964856
377,0.7171254273231925,0.6829254273231926
378,0.09637046266704706,0.09497046266704702
381,0.15793115011489317,0.1557311501148936
382,0.18156246363733128,0.1783624636373317
383,0.2309225011050285,0.22672250110502856
405,0.1814846547238126,0.17908465472381294
412,0.14660471011417447,0.14360471011417458
415,0.11906537537447273,0.11586537537447261
416,0.08418946552482204,0.0825894655248219
419,0.2169091744794327,0.21290917447943275
426,0.07331018221876033,0.07191018221876029
432,0.34454262837448063,0.33354262837448034
434,0.4775006092049987,0.4573006092049982
435,0.46132224525414284,0.4487222452541432
437,0.08348947962567146,0.08168947962567154
440,0.4050318476690626,0.38983184766906276
445,0.1484700024736446,0.1460700024736448
454,0.5454957272889658,0.5252957272889642
455,0.3481045587692344,0.34070455876923367
458,0.07812152233296181,0.07712152233296173
460,0.041020636016003524,0.04042063601600354
466,0.44995165141927673,0.43795165141927694
468,0.23247759067716076,0.2280775906771606
469,0.08458836085346465,0.08358836085346476
472,0.08263923552631348,0.08143923552631348
477,0.17658401351722258,0.17318401351722257
485,0.3844617555403622,0.3738617555403629
489,0.1331288704840337,0.130928870484034
490,0.11377141888704029,0.11137141888704022
491,0.16444368299367904,0.161043682993679
493,0.17207600754293192,0.1696760075429321
494,0.3143857200766626,0.3061857200766627
497,0.34994811844897455,0.34134811844897467
502,0.148594012442037,0.14559401244203715
505,0.14986093403597228,0.14846093403597205
508,0.5002839856528841,0.4870839856528836
510,0.02457378931383028,0.024373789313830333
516,0.15157207874092354,0.14797207874092386
520,0.5636855236868854,0.5498855236868843
524,0.3328480965564321,0.32604809655643163
532,0.2017834880621611,0.1985834880621612
536,0.06384400329817015,0.06324400329817019
537,0.11377189538528408,0.11137189538528411
540,0.15836010554590163,0.15476010554590192
542,0.10928913620261872,0.10648913620261863
546,0.1830892818400544,0.17888928184005404
548,0.06469985071179506,0.06349985071179522
569,0.08464824389214323,0.08344824389214314
575,0.15801882586803664,0.15481882586803672
587,0.5999253706687595,0.576925370668759
606,0.06451823020434949,0.06371823020434944
609,0.20872612859023817,0.20592612859023832
616,0.3613426427424593,0.352342642742459
628,0.37062069893787863,0.3636206989378779
631,0.1359131621999599,0.13371316219995982
637,0.28821823096390414,0.2816182309639045
640,0.14471978458504653,0.14251978458504663
662,0.11108574233491215,0.10968574233491227
667,0.11703472099998334,0.11543472099998336
694,0.1340502500440962,0.13185025004409595
697,0.08049785070037008,0.07949785070037
700,0.06416366391215471,0.06276366391215468
704,0.08070494951169069,0.07930494951169034
